2.1782,0,1.0,2.0,1
2.1783,0,0.11764705882352941,2.0,1
2.1785,0,0.04081632653061224,5.03,1
2.1781,0,0.05128205128205128,5.03,1
2.1782,0,0.030303030303030304,5.03,1
2.1783,0,0.125,5.03,1
2.1783,0,0.02531645569620253,5.03,1
2.1783,0,1.0,2.0,1
2.1784,0,0.028985507246376812,5.03,1
2.1784,0,0.125,2.0,1
2.1784,0,0.07936507936507936,2.0,1
2.1784,0,0.15,5.03,1
2.1784,0,0.03225806451612903,2.0,1
2.1785,0,0.07142857142857142,5.03,1
2.1785,1,0.18181818181818182,5.03,1
2.178,0,0.03508771929824561,2.0,1
2.178,0,0.14583333333333334,2.0,1
2.178,0,0.15384615384615385,2.0,1
2.178,0,0.14634146341463414,2.0,1
2.178,0,0.13725490196078433,2.0,1
2.178,0,0.125,2.0,1
2.178,0,0.13043478260869565,2.0,1
2.178,0,0.1038961038961039,2.0,1
2.178,0,0.11475409836065574,2.0,1
2.178,0,0.08139534883720931,2.0,1
2.178,0,0.11016949152542373,2.0,1
2.178,0,0.13432835820895522,2.0,1
2.178,0,0.12280701754385964,2.0,1
2.178,0,0.125,2.0,1
2.178,0,0.13043478260869565,2.0,1
2.178,0,0.16666666666666666,2.0,1
2.178,0,0.10256410256410256,2.0,1
2.178,0,0.14754098360655737,2.0,1
2.178,0,0.16981132075471697,2.0,1
2.178,0,0.13043478260869565,2.0,1
2.178,0,0.14814814814814814,2.0,1
2.178,0,0.12903225806451613,2.0,1
2.178,0,0.13043478260869565,2.0,1
2.178,0,0.1794871794871795,2.0,1
2.178,0,0.15384615384615385,2.0,1
2.178,0,0.18604651162790697,2.0,1
2.178,0,0.17142857142857143,2.0,1
2.178,0,0.15217391304347827,2.0,1
2.178,0,0.13725490196078433,2.0,1
2.178,0,0.1568627450980392,2.0,1
2.178,0,0.16216216216216217,2.0,1
2.178,0,0.17647058823529413,2.0,1
2.178,0,0.17647058823529413,2.0,1
2.178,0,0.17647058823529413,2.0,1
2.178,0,0.17647058823529413,2.0,1
2.178,0,0.18181818181818182,2.0,1
2.178,0,0.18181818181818182,2.0,1
2.178,0,0.15789473684210525,2.0,1
2.178,0,0.14285714285714285,2.0,1
2.178,0,0.18181818181818182,2.0,1
2.178,0,0.09230769230769231,2.0,1
2.178,0,0.14893617021276595,2.0,1
2.178,0,0.13953488372093023,2.0,1
2.178,0,0.16,2.0,1
2.178,0,0.09375,2.0,1
2.178,0,0.11320754716981132,2.0,1
2.178,0,0.15384615384615385,2.0,1
2.178,0,0.09836065573770492,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.07352941176470588,2.0,1
2.178,0,0.10344827586206896,2.0,1
2.178,0,0.07352941176470588,2.0,1
